brand_name,Price,discount,Reviews,image_url,Reviews_rating,Reviews_count
8.5 Inch LCD Writing Tablet Electronic Digital Drawing Board,1390.0,5%,4.7 out of 5(3),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/674203/1.jpg?7973,4.7,3.0
Good Yamaha Batterie Drum,216000.0,5%,4 out of 5(4),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/975203/1.jpg?9084,4.0,4.0
Adaptateur De Charge Type-C Femelle Vers USB-,2015.0,5%,4.3 out of 5(29),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/046692/1.jpg?2974,4.3,29.0
Lot De 2 Cartouches Compatibles 17A Laserjet - CF217A - 1600 Pages - N...,9000.0,5%,4 out of 5(17),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/063991/1.jpg?6268,4.0,17.0
Kit Recharge D'encres Universel 100ml X 4 (Noir Et Couleurs),6175.0,5%,4.3 out of 5(11),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/646613/1.jpg?3244,4.3,11.0
Hp Imprimante LaserJet M111a (7MD67A) - Impression Uniquement - Noir,76000.0,5%,4.1 out of 5(8),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/756403/1.jpg?6164,4.1,8.0
POHB Adaptateur Type-C HDMI 8 En 1 Gris/Noir,8710.0,5%,4.8 out of 5(4),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/467992/1.jpg?5795,4.8,4.0
Webcam USB - Full HD - Micro,4500.0,5%,4.4 out of 5(14),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/508992/1.jpg?5510,4.4,14.0
Boitier Externe USB 3.0 - SATA Hdd/Ssd,4900.0,5%,4.1 out of 5(21),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/378003/1.jpg?4148,4.1,21.0
Hp Smart Tank 585 Imprimante multifonction à réservoirs rechargeables,93000.0,5%,4.8 out of 5(4),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/018713/1.jpg?1393,4.8,4.0
BOITIER DISQUE DUR USB 2.0 SATA.,2625.0,5%,3.8 out of 5(42),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/913392/1.jpg?5352,3.8,42.0
Autocollant Clavier ARABE - Noir,520.0,5%,4.2 out of 5(5),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/043103/1.jpg?4900,4.2,5.0
Souris De Jeu Sans Fil 6D à 7 LED,3280.0,5%,4.2 out of 5(232),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/416012/1.jpg?4852,4.2,232.0
"Souris D'ordinateur Sans Fil, Double Mode, Rétro-éclairage, Haute Préc...",3000.0,5%,4.1 out of 5(15),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/466392/1.jpg?0987,4.1,15.0
Câble D'alimentation Pour Chargeur De PC Portable,1125.0,5%,3.9 out of 5(12),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/736392/1.jpg?7411,3.9,12.0
Kaspersky Plus 2023 4 Postes - 4 PC - 1 An - (Anciennement Internet Se...,14900.0,5%,4.2 out of 5(249),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/063991/1.jpg?7993,4.2,249.0
Stickers De Clavier Informatique - Autocollant De De Clavier AZERTY,1900.0,5%,3.8 out of 5(10),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/697013/1.jpg?3108,3.8,10.0
Lecteur Carte SD USB 3.0 OTG Micro USB Type C,2240.0,5%,4 out of 5(3),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/717392/1.jpg?8584,4.0,3.0
Disque Dur Externe SSD 512GB USB 3.0,36005.0,5%,4.4 out of 5(11),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/434103/1.jpg?7707,4.4,11.0
Routeur 4G LTE WiFi Sans Fil USB MIFI/UFI Dongle Haut débit Mobile 150...,8310.0,5%,3.4 out of 5(14),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/670003/1.jpg?5481,3.4,14.0
Souris Ergonomique Sans Fil M107 2.4G Avec 3 Vitesses,3360.0,5%,4 out of 5(1),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/179003/1.jpg?4864,4.0,1.0
Canon Cartouche D'entretien MC-G02 Remplacement Pour Canon PIXMA G3560...,7500.0,5%,3.7 out of 5(24),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/363692/1.jpg?7584,3.7,24.0
"Clavier BT Sans Fil 10"" à Lumière Mixte",3983.0,5%,4.2 out of 5(62),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/174182/1.jpg?7467,4.2,62.0
DELL Souris Sans Fil Dell WM126 - Noir,8000.0,5%,4 out of 5(21),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/049241/1.jpg?1848,4.0,21.0
Wolf Ensemble Clavier + Souris Clavier Souris Avec Lumière RGB,5650.0,5%,4 out of 5(139),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/285251/1.jpg?3958,4.0,139.0
TP-Link Switch 8 Ports -1008A/1008C,7300.0,5%,3.8 out of 5(31),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/096351/1.jpg?6052,3.8,31.0
Cartouche Compatible HP 83A (CF283A) PTH-283A,4900.0,5%,3.5 out of 5(17),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/014841/1.jpg?9663,3.5,17.0
Hp Notebook 14-ep0792wm - Intel Core I3-N305 - 13th GEN - 8GB RAM - 51...,229900.0,5%,4 out of 5(3),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/938103/1.jpg?6845,4.0,3.0
Ensemble Clavier Et Souris Thunder Wolf Tf600,6950.0,5%,3.9 out of 5(55),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/005872/1.jpg?6569,3.9,55.0
Casque Bluetooth Multi-Fonction P47-Noir,3000.0,5%,3.6 out of 5(157),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/845402/1.jpg?0973,3.6,157.0
ANTHO ONDULEUR 2000VA - 1200W - 12V7A - 3 PRISES - FR - 50HZ - 230VAC ...,50000.0,5%,4 out of 5(10),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/259992/1.jpg?9885,4.0,10.0
Cable Externe USB 3.0 - SATA Hdd/Ssd,4600.0,5%,4 out of 5(46),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/733082/1.jpg?9546,4.0,46.0
GALUIN Adaptateur HDMI - 2 Entrées Femelles - Noir,4150.0,5%,4.3 out of 5(11),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/676442/1.jpg?3923,4.3,11.0
Fujitsu Écran bureau 20 pouces (16/9),34110.0,5%,4 out of 5(1),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/853813/1.jpg?6573,4.0,1.0
Multi HUB Splitter D'extension USB 3.0 à Haute Vitesse 4 Ports USB 3.0...,1540.0,5%,2 out of 5(2),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/576403/1.jpg?7925,2.0,2.0
Webcam HD 1080P Adaptée Aux Ordinateurs Et Ordinateurs Portables,6732.0,5%,3.8 out of 5(11),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/391772/1.jpg?3163,3.8,11.0
Hp Notebook 15-fd - Intel Core i3 (13ème GEN) - 8GB RAM - 512GB SSD - ...,234400.0,5%,4 out of 5(19),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/661103/1.jpg?8641,4.0,19.0
Canon Imprimante TS3440 / TS3340 - Multifonctions - Wifi - Couleur.,34800.0,5%,3.7 out of 5(247),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/306171/1.jpg?6145,3.7,247.0
Team Group Disque Dur SSD NVME M2 - M.2 - MP33 - 256GB - 256 Giga,14900.0,5%,4.2 out of 5(32),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/859152/1.jpg?0344,4.2,32.0
Adaptateur Displayport Mâle Vers HDMI Femelle - Noir,4050.0,5%,4.5 out of 5(14),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/280291/1.jpg?4111,4.5,14.0
Hp Imprimante Multifonction Laser HP 137fnw (4ZB84A) - 4en 1 - Wifi,147000.0,5%,4.4 out of 5(22),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/698622/1.jpg?7335,4.4,22.0
Toshiba Disque Dur Externe 1TB USB 3.2,34400.0,5%,4 out of 5(1),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/096103/1.jpg?4305,4.0,1.0
Casque Bluetooth de sport,4850.0,5%,4.6 out of 5(5),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/343303/1.jpg?9740,4.6,5.0
Bouteille D'encre Compatible HP Série GT51-GT52-GT53,3325.0,5%,3.7 out of 5(3),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/421803/1.jpg?6257,3.7,3.0
Câble D'Affichage VGA 3 + 6 Câble VGA Mâle à Mâle Avec Conducteur En C...,1125.0,5%,4.2 out of 5(6),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/466392/1.jpg?9772,4.2,6.0
Canon CARTOUCHE D'ENCRE NOIRE CANON PG-445,9900.0,5%,4 out of 5(22),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/861351/1.jpg?0744,4.0,22.0
Ensemble Clavier De Jeu Mécanique Lumineux + Souris De Jeu (filaire),6900.0,5%,4.2 out of 5(5),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/316792/1.jpg?6767,4.2,5.0
Hp Cartouche D'Encre 305 Couleur,9400.0,5%,3.3 out of 5(4),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/787103/1.jpg?2929,3.3,4.0
ANTHO Câbles Réseau FTP Cat6 - 10M - 10 Mètres - RJ-45 - Noir,3200.0,5%,5 out of 5(1),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/627303/1.jpg?5668,5.0,1.0
"Hub USB 3.0 4-en-1, Type-C2.0 Adaptateur, Pour Macbook，Smartphone Type...",3020.0,5%,4.6 out of 5(16),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/781892/1.jpg?0284,4.6,16.0
Cable D'Alimentation Pour PC Portable + Moniteurs + Scanners + Imprima...,1125.0,5%,4.5 out of 5(13),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/016392/1.jpg?1617,4.5,13.0
Câble D'alimentation Pc Portable Prises Française - 1.5 Mètre,1250.0,5%,3.9 out of 5(43),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/119141/1.jpg?4888,3.9,43.0
Epson Imprimante à Réservoir D'encre L3250 - Multifonctions - 3 En 1 -...,95400.0,5%,4.8 out of 5(6),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/647103/1.jpg?0965,4.8,6.0
Hp Casque HP Stéréo 3.5 Mm Call Center - Noir,4913.0,5%,4 out of 5(15),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/272962/1.jpg?6168,4.0,15.0
Adaptateur Wifi Usb 3.0 1300 Mbps Bluetooth 4.2 Double Bande,7060.0,5%,3.9 out of 5(21),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/221962/1.jpg?8473,3.9,21.0
KIT DE RECHARGE D'ENCRE POUR IMPRIMANTE COMPATIBLE CANON PIXMA G2420 /...,9000.0,5%,3.9 out of 5(14),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/237103/1.jpg?2625,3.9,14.0
Canon Cartouche D'encre Pixma 446 Couleur,9900.0,5%,4.1 out of 5(27),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/525741/1.jpg?4104,4.1,27.0
Casque Bluetooth Multi-Fonction P47,3000.0,5%,3.6 out of 5(135),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/167162/1.jpg?8163,3.6,135.0
"Hp HP 15FD-0296NK - WINDOWS 11 - ECRAN 15.6"" - 256 GO SSD - 4 GO RAM -...",182800.0,5%,3.7 out of 5(54),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/297051/1.jpg?4892,3.7,54.0
Cartouche Toner Compatible Pour 17A (HCF217A / PTH-T217A) - Noir,4900.0,5%,4 out of 5(23),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/436051/1.jpg?2884,4.0,23.0
"Kodak Carte Memoire Original 128 GB Ultra HD 4K,A1/V30/U3",9900.0,5%,3.4 out of 5(9),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/603103/1.jpg?3566,3.4,9.0
Support Téléphonique Portable Pour Ordinateur Portable Deux En Un,3312.0,5%,3.8 out of 5(215),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/923902/1.jpg?3197,3.8,215.0
Av Numérique HDMI à 3 RCA Audio Advertising Ter Composant Convertisseu...,1750.0,5%,1 out of 5(1),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/311903/1.jpg?2499,1.0,1.0
CLAVIER USB AZERTY FILAIRE STANDARD-NOIR,6000.0,5%,3.9 out of 5(16),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/366631/1.jpg?7005,3.9,16.0
Cartouche Toner Compatible Pour 17A (CF217A / PTH-T217A) - Noir,5700.0,5%,3.9 out of 5(87),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/076302/1.jpg?8788,3.9,87.0
ANTHO Tableau De Projection Trépied 2M X 2M - 2 Mètres X 2 Mètres - Bl...,40000.0,5%,4.4 out of 5(25),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/908992/1.jpg?2498,4.4,25.0
Câble D'imprimante USB 2.0,1300.0,5%,4.2 out of 5(174),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/014841/1.jpg?9665,4.2,174.0
Lexar Clé USB LEXAR 64Go,5700.0,5%,4 out of 5(36),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/472972/1.jpg?0842,4.0,36.0
ANTHO Cable HDMI 15m / 15 Mètres - Full HD - V1.4,7400.0,5%,4.5 out of 5(2),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/497992/1.jpg?5166,4.5,2.0
Cartouche Compatible Toner HP 85A (H-CB435A/CB436A/CE285A) - Noir,7000.0,5%,3.7 out of 5(75),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/617341/1.jpg?2079,3.7,75.0
Connecteur RJ45 - Blindée - 100 Pièces,3500.0,5%,3.8 out of 5(103),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/395031/1.jpg?7565,3.8,103.0
ANTHO Cable imprimante USB - 5 mètres - 5m,3400.0,5%,5 out of 5(4),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/977992/1.jpg?2006,5.0,4.0
ANTHO Kit De Recharge D'encre 4 Couleurs Pour HP Smart Tank - 500 - 51...,5900.0,5%,3.9 out of 5(20),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/018992/1.jpg?8847,3.9,20.0
Télécommande Air Mouse Et Clavier,4760.0,5%,4.2 out of 5(30),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/369891/1.jpg?3203,4.2,30.0
"Boîtier De Disque Dur SSD Portable M.2, Boîtier De Type C, Dossier 3.1...",5500.0,5%,4.8 out of 5(8),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/527892/1.jpg?0045,4.8,8.0
"Kit d'adaptateur USB-C vers USB-C, USB, Iphone et Android Noir",3800.0,5%,5 out of 5(1),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/784813/1.jpg?9289,5.0,1.0
Sony PlayStation PlayStation 2 Manette PS2 Sans Fil Sony Originale-Noi...,13350.0,5%,5 out of 5(1),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/417103/1.jpg?8407,5.0,1.0
"Casque Bluetooth Sans Fil, Grand Casque, Bon Marché",5225.0,5%,3.7 out of 5(9),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/824403/1.jpg?5057,3.7,9.0
Hp Pc Hp 15dy-Clavier Rétroéclairé-12th Gen-Intel®Core™i3-1215U-8Go Ra...,259900.0,5%,4.3 out of 5(17),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/096872/1.jpg?1035,4.3,17.0
Hp Souris Optique Filaire USB X500,3150.0,5%,3.4 out of 5(8),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/678992/1.jpg?2566,3.4,8.0
Kit Recharge D'Encre 4 Couleurs 70ML Pour Epson L3210 - Noir/Rouge/Jau...,6650.0,5%,4.2 out of 5(14),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/411582/1.jpg?4323,4.2,14.0
"Lenovo LENOVO IDEAPAD 1 - DUALCORE – RAM 8GO – SSD 256 GO – ECRAN 15,6...",169900.0,5%,4.2 out of 5(71),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/507902/1.jpg?6646,4.2,71.0
Clavier Ultra Fin Sans Fil + Souris Combinée 2.4G Silencieux Pour Ordi...,10350.0,5%,3.9 out of 5(9),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/890492/1.jpg?3586,3.9,9.0
"Hp 15FD-0295NK - DUAL CORE - ARGENT - ECRAN 15.6"" - 256 GO SSD - 4 GO ...",189900.0,5%,3.6 out of 5(5),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/991162/1.jpg?2125,3.6,5.0
Hp Laptop 15-fq - Intel Celeron - 4GB RAM - 512GB SSD - Dual Core - Éc...,189250.0,5%,3.6 out of 5(7),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/010003/1.jpg?3206,3.6,7.0
"Nouveau sac messager pour hommes Oxford, sac à bandoulière unique, sac...",5950.0,5%,5 out of 5(1),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/987713/1.jpg?7707,5.0,1.0
ANTHO Boitier Pour SSD M2 / M.2 NVME - USB 3.0 / 3.2,11000.0,5%,4.4 out of 5(11),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/508992/1.jpg?7206,4.4,11.0
"Hp HP FD-0296NK - DUAL CORE - BLANC / ARGENTE - ECRAN 15.6"" - 256 GO S...",162400.0,5%,4 out of 5(91),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/297051/1.jpg?2635,4.0,91.0
Clavier Ultra Fin sans fil + Souris combinée 2.4G silencieux pour Ordi...,10350.0,5%,4.2 out of 5(5),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/497392/1.jpg?8863,4.2,5.0
Hp Cartouche D'encre 305 Noir,8800.0,5%,3.9 out of 5(65),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/306002/1.jpg?8326,3.9,65.0
Câble Réseau FTP - Blindé Et Serti- 15m - Cat 6 - Gris,3800.0,5%,4.3 out of 5(7),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/665002/1.jpg?5684,4.3,7.0
ANTHO Toner compatible 106A - W1106A - Ant - Noir,11500.0,5%,4 out of 5(2),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/828992/1.jpg?2446,4.0,2.0
Connecteur Réseau RJ45 - Paquet De 20 Pièces - TRANSPARENT,1250.0,5%,4.1 out of 5(27),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/547341/1.jpg?4248,4.1,27.0
Hp Imprimante HP à Réservoir Smart Tank 581 - Impression - Photocopie ...,81500.0,5%,4.2 out of 5(21),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/419082/1.jpg?2923,4.2,21.0
Epson Imprimante à Réservoir D’encre Epson L3210 - Multifonctions - 3 ...,84000.0,5%,4.2 out of 5(45),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/896622/1.jpg?9866,4.2,45.0
Target Mémoire RAM pour Ordinateur Bureau : 8 Go DDR3,12750.0,5%,3.8 out of 5(4),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/703103/1.jpg?9386,3.8,4.0
Kit Recharge D'Encre 4 Couleurs - Noir/Rouge/Jaune/Bleu,5150.0,5%,3.9 out of 5(193),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/014841/1.jpg?3988,3.9,193.0
"Boîtier Externe Disque Dur Sata - 2,5 Pouces - USB 3.0/2.0",3450.0,5%,3.7 out of 5(15),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/026251/1.jpg?8559,3.7,15.0
Adaptateur Réseau Filaire Ethernet Gigabit 10/100/1000 USB 3.0 Vers LA...,5900.0,5%,4 out of 5(18),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/076251/1.jpg?4423,4.0,18.0
Smart Câble Displayport Mâle Vers HDMI Mâle 4K,4320.0,5%,4.4 out of 5(28),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/538732/1.jpg?9877,4.4,28.0
Casque Bluetooth Multi-Fonction P47-Noir,3000.0,5%,3.6 out of 5(25),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/449872/1.jpg?2288,3.6,25.0
Bureau D'ordinateur à Bibliothèque 120cm,38000.0,5%,5 out of 5(3),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/797792/1.jpg?6375,5.0,3.0
Clé USB 16Go Haute Qualité - King Usb,2660.0,5%,4.5 out of 5(19),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/072892/1.jpg?5268,4.5,19.0
TOPLINK Toner Compatible CF259A / 59A - 3000 PAGES,16200.0,5%,5 out of 5(1),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/660103/1.jpg?7741,5.0,1.0
"Kit d'adaptateur USB-C vers USB-C, USB, Iphone et Android Blanc",3420.0,5%,5 out of 5(1),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/513813/1.jpg?1767,5.0,1.0
"Lenovo LENOVO - ÉCRAN 15 "" - SLIM - 8 Go / 256 Go SSD - GRIS - WINDOWS...",159900.0,5%,4.3 out of 5(4),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/353692/1.jpg?4820,4.3,4.0
Câble Réseaux Cat6 25 Mètres - 25m - RJ45 / RJ-45,7950.0,5%,4.6 out of 5(14),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/424992/1.jpg?3366,4.6,14.0
Canon Cartouche D'encre CANON PG-446 -Couleur,9900.0,5%,3.9 out of 5(75),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/467641/1.jpg?3843,3.9,75.0
SanDisk Clé USB 32 GB - Cruzer Blade,3590.0,5%,4.1 out of 5(7),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/491351/1.jpg?9343,4.1,7.0
TP Link TP-Link RE450 Répéteur Wi-Fi Double Bande AC1750Mbps,38200.0,5%,4.2 out of 5(15),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/687051/1.jpg?0765,4.2,15.0
Jedel Souris filaire USB M61 - Optique,2200.0,5%,5 out of 5(2),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/977992/1.jpg?8584,5.0,2.0
Cartouche D'Encre Toner Compatible 26A (CF226A) - PTH-F226A,9000.0,5%,3.9 out of 5(36),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/196351/1.jpg?6049,3.9,36.0
Ensemble Clavier Et Souris De Jeu Mécanique Lumineux (filaire),6880.0,5%,4 out of 5(4),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/546103/1.jpg?5885,4.0,4.0
Ensemble Clavier Et Souris Sans Fils,8550.0,5%,4.7 out of 5(6),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/960792/1.jpg?7789,4.7,6.0
TOPLINK LOT 2 Cartouche Toner Compatible 106A W1106A LOT 2 PICES,22800.0,5%,4.3 out of 5(3),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/405403/1.jpg?6864,4.3,3.0
RichRipple Combo de clavier et souris gamer avec rétroéclairage LED RG...,5299.0,5%,3.5 out of 5(4),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/735103/1.jpg?4265,3.5,4.0
Recharge D'Encre Liquide Compatible Canon G2400/2410/3400/3410 - 490 -...,4750.0,5%,4 out of 5(1),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/124713/1.jpg?1326,4.0,1.0
TOPLINK Câble Réseaux FTP Cat6 - 25m- 25 Mètres - RJ-45 - Gris,8000.0,5%,4.5 out of 5(2),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/375113/1.jpg?2609,4.5,2.0
ANTHO Toner compatible 26A - CF226A - Ant - Noir,8500.0,5%,5 out of 5(1),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/728992/1.jpg?7367,5.0,1.0
Pâte Thermique,3150.0,5%,4 out of 5(2),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/415103/1.jpg?8225,4.0,2.0
ANTHO Câble D'alimentation IEC - Schuko (FR) Pour Onduleur 20 Cm - Noi...,3000.0,5%,4.8 out of 5(5),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/390403/1.jpg?4545,4.8,5.0
Acer CHARGEUR PC PORTABLE 19V connecteur 4.5mm x 3.0mm + CABLE D'ALIME...,8100.0,5%,4 out of 5(8),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/038692/1.jpg?5476,4.0,8.0
Cartouche Toner Compatible 17A - CF217A - PTH-T217X,5000.0,5%,3.9 out of 5(42),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/815551/1.jpg?1924,3.9,42.0
Canon Cartouche D'encre Canon 440 Noir - Pour TS5140 - TS-5140,12500.0,5%,4 out of 5(21),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/606902/1.jpg?7265,4.0,21.0
Imation Clé USB - IMMATION Noir,3230.0,5%,3.4 out of 5(5),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/506692/1.jpg?0242,3.4,5.0
TOPLINK Cartouche Toner Compatible 106A W1106A - 1000 PAGES,11400.0,5%,4 out of 5(4),https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/660103/1.jpg?7714,4.0,4.0
